year,week,State,City,average_temperature,average_precipitation,last_day_of_the_week
2012,12,Colorado,Denver,42.857142857142854,0.06142857142857144,2012-03-25
2012,13,Colorado,Denver,46.714285714285715,0.2814285714285714,2012-04-01
2012,14,Colorado,Denver,47.714285714285715,0.037142857142857144,2012-04-08
2012,15,Colorado,Denver,51.5,0.015714285714285715,2012-04-15
2012,16,Colorado,Denver,51.285714285714285,0.16142857142857142,2012-04-22
2012,17,Colorado,Denver,53.714285714285715,0.1385714285714286,2012-04-29
2012,18,Colorado,Denver,49.285714285714285,0.14714285714285716,2012-05-06
2012,19,Colorado,Denver,55.785714285714285,0.0,2012-05-13
2012,20,Colorado,Denver,58.07142857142857,0.03571428571428571,2012-05-20
2012,21,Colorado,Denver,56.285714285714285,0.11142857142857143,2012-05-27
2012,22,Colorado,Denver,57.642857142857146,0.060000000000000005,2012-06-03
2012,23,Colorado,Denver,53.642857142857146,0.1985714285714286,2012-06-10
2012,24,Colorado,Denver,59.92857142857143,0.004285714285714286,2012-06-17
2012,25,Colorado,Denver,58.5,0.15714285714285717,2012-06-24
2012,26,Colorado,Denver,61.214285714285715,0.019999999999999997,2012-07-01
2012,27,Colorado,Denver,63.214285714285715,0.047142857142857146,2012-07-08
2012,28,Colorado,Denver,65.71428571428571,0.011428571428571429,2012-07-15
2012,29,Colorado,Denver,64.78571428571429,0.09714285714285716,2012-07-22
2012,30,Colorado,Denver,64.14285714285714,0.0,2012-07-29
2012,31,Colorado,Denver,68.57142857142857,0.0,2012-08-05
2012,32,Colorado,Denver,68.14285714285714,0.0,2012-08-12
2012,33,Colorado,Denver,72.14285714285714,0.0,2012-08-19
2012,34,Colorado,Denver,64.28571428571429,0.0,2012-08-26
2012,35,Colorado,Denver,62.857142857142854,0.0,2012-09-02
2012,36,Colorado,Denver,66.5,0.0,2012-09-09
2012,37,Colorado,Denver,62.42857142857143,0.002857142857142857,2012-09-16
2012,38,Colorado,Denver,62.0,0.0014285714285714286,2012-09-23
2012,39,Colorado,Denver,60.57142857142857,0.0,2012-09-30
2012,40,Colorado,Denver,58.714285714285715,0.0,2012-10-07
2012,41,Colorado,Denver,54.785714285714285,0.12428571428571429,2012-10-14
2012,42,Colorado,Denver,52.0,0.21285714285714286,2012-10-21
2012,43,Colorado,Denver,48.785714285714285,0.25857142857142856,2012-10-28
2012,44,Colorado,Denver,56.142857142857146,0.4785714285714286,2012-11-04
2012,45,Colorado,Denver,44.42857142857143,0.09142857142857143,2012-11-11
2012,46,Colorado,Denver,46.42857142857143,0.15714285714285717,2012-11-18
2012,47,Colorado,Denver,45.07142857142857,0.5657142857142857,2012-11-25
2012,48,Colorado,Denver,46.785714285714285,0.35714285714285715,2012-12-02
2012,49,Colorado,Denver,43.92857142857143,0.18285714285714288,2012-12-09
2012,50,Colorado,Denver,41.142857142857146,0.2642857142857143,2012-12-16
2012,51,Colorado,Denver,39.92857142857143,0.24714285714285714,2012-12-23
2012,52,Colorado,Denver,40.07142857142857,0.13428571428571429,2012-12-30
2013,1,Colorado,Denver,38.142857142857146,0.06714285714285714,2013-01-06
2013,2,Colorado,Denver,37.5,0.33999999999999997,2013-01-13
2013,3,Colorado,Denver,34.07142857142857,0.0,2013-01-20
2013,4,Colorado,Denver,39.07142857142857,0.09999999999999999,2013-01-27
2013,5,Colorado,Denver,43.857142857142854,0.12428571428571429,2013-02-03
2013,6,Colorado,Denver,44.42857142857143,0.03285714285714286,2013-02-10
2013,7,Colorado,Denver,46.142857142857146,0.025714285714285717,2013-02-17
2013,8,Colorado,Denver,42.285714285714285,0.0642857142857143,2013-02-24
2013,9,Colorado,Denver,47.142857142857146,0.10857142857142858,2013-03-03
2013,10,Colorado,Denver,44.57142857142857,0.11285714285714286,2013-03-10
2013,11,Colorado,Denver,49.142857142857146,0.07142857142857144,2013-03-17
2013,12,Colorado,Denver,43.857142857142854,0.16714285714285718,2013-03-24
2013,13,Colorado,Denver,53.57142857142857,0.012857142857142857,2013-03-31
2013,14,Colorado,Denver,51.785714285714285,0.42857142857142855,2013-04-07
2013,15,Colorado,Denver,47.92857142857143,0.2057142857142857,2013-04-14
2013,16,Colorado,Denver,49.642857142857146,0.17428571428571424,2013-04-21
2013,17,Colorado,Denver,54.642857142857146,0.005714285714285714,2013-04-28
2013,18,Colorado,Denver,57.0,0.02428571428571429,2013-05-05
2013,19,Colorado,Denver,63.92857142857143,0.03571428571428571,2013-05-12
2013,20,Colorado,Denver,57.714285714285715,0.028571428571428574,2013-05-19
2013,21,Colorado,Denver,54.142857142857146,0.18714285714285714,2013-05-26
2013,22,Colorado,Denver,58.57142857142857,0.09571428571428572,2013-06-02
2013,23,Colorado,Denver,64.35714285714286,0.0,2013-06-09
2013,24,Colorado,Denver,61.92857142857143,0.0014285714285714286,2013-06-16
2013,25,Colorado,Denver,63.642857142857146,0.06571428571428571,2013-06-23
2013,26,Colorado,Denver,69.78571428571429,0.11000000000000001,2013-06-30
2013,27,Colorado,Denver,68.85714285714286,0.0,2013-07-07
2013,28,Colorado,Denver,66.28571428571429,0.0,2013-07-14
2013,29,Colorado,Denver,68.64285714285714,0.0,2013-07-21
2013,30,Colorado,Denver,69.35714285714286,0.0,2013-07-28
2013,31,Colorado,Denver,65.71428571428571,0.011428571428571429,2013-08-04
2013,32,Colorado,Denver,70.57142857142857,0.014285714285714285,2013-08-11
2013,33,Colorado,Denver,69.85714285714286,0.014285714285714287,2013-08-18
2013,34,Colorado,Denver,69.5,0.0014285714285714286,2013-08-25
2013,35,Colorado,Denver,70.07142857142857,0.15285714285714286,2013-09-01
